post,subject
事件研究法中根据日报酬率进行实证分析，好像没有用到异常报酬率，为什么还需要窗口期和估计期呢？劳烦高手指点，不胜感激~~,统计
"去重留最后一条记录怎么做到？数据很大，用一个例子说明：

行名idAB
1a1
1a2
2b1
2b2
2b3
根据id和A进行去重，期望最后留下每一种以后一行：
行名idAB
1a2
2b3
求大神指导。
我已开始用
PROCSORTDATA=OUT=NODUPKEY
但是只能留下第一行。


",统计
请问各位大神股票平均异常收益率和累计异常收益率的t检验具体怎么做啊,统计
大神，求帮忙我用Eviews6.0进行格兰杰检验。协整检验结果是：y和x正相关，x对y有促进作用。但格兰杰检验结果：x不是y的原因，y是x的原因。请问这个结果成立吗？如果成立，那我论文结论：直接写x对y有促进作用对吗？,统计
cfps数据中有大量的“不适用”，这是什么情况？是数据不对吗？,统计
"
根据数据样本，将薪酬变量（持股、报酬、前三位高管薪酬）从低到高排列，十分位生成十组，再看每组对应的创新变量（专利数、研发）的大小，生成柱状图。我的问题是分组要自己先分好吗还是可以直接在画柱状图的时候弄？我直接画柱状图的话太多条形了谢谢各位大神刚学stata好多不懂TT最好可以直接把命令数据发给我TTxiexie
",统计
"有没有人做过灰色关联分析之后的检验啊？一般用什么检验方法求大神指导
（我用DPS做的灰色关联分析）",统计
"这题要不要n-1，用tα/2（50-1）还是uα/2=1.645
公司新进了一批车间工人，培训以后，从中抽选50人，测试表明平均每人每日可以完成33个产品，根据以往经验，可以认为总体标准差是7个产品，估计这批工人平均每人日产量的90%置信区间.

",统计
stata中两个工具变量检验过度识别，拒绝原假设，存在过度识别，请问接下来如何解决？,统计
"关于spss！
请问在spss中，有维度A和维度B，A和B分别有5个问题和10个问题，现在求A和B的相关，这5个和10个问题要怎么处理？才能得到两个维度的相关？",统计
菜鸟求教：请问含定类变量和定序变量的题项可以一起做因子分析吗？谢谢大虾！,统计
如果解释变量都是虚拟变量要怎么做回归呢？求大神讲解,统计
"铜、菲各有3个浓度，完全随机设计成9组浓度，在2/4/8/16/32天分别测定SOD含量，想找出一种表达方式表现两种污染物的交互作用，但是时间同样是影响因素。下面分别是数据格式与图表格式，现在的表达方式是在固定一种污染物浓度下，考察另一种污染物以及时间的变化，但是很不直观。


",统计
看帮助里面make.crf例子是直接输入的无向图的各个参数，虽然不是很懂node.pot和edge.pot代表的是什么，求大神讲解。但是将该方法放到实际的案例中，如何将原始数据训练出这个无向图？,统计
请问有市场化程度指数的最新数据吗？写论文急用，谢谢了。,统计
刚看到SAS书中有一句话：利用GLM对不均衡数据进行方差分析。。。这里的“不均衡”具体该怎么判别呢？,统计
"非线性检验中，
Keenan检验与Tsay检验的区别在哪？
如果一个检验通过，另一个没通过怎么办？",统计
"请教群里的朋友，面板数据和时序数据一起怎么回归。比如GDP是31个省的面板数据，汇率是时间序列数据。他们两个直接怎么回归。是否可以回归。
",统计
求教关于T检验不通过要怎么修正？请高手帮忙看看我的模型有什么问题？,统计
"R语言中CRF条件随机场程序包求解说。
R语言中CRF包求问输入数据集是一个怎么样的结构，以例子中Small为例，如何将原始数据转化成Small这样的数据集。看CRF包的help，还没没看懂。望大神解说。",统计
"yahhp错误：你的许可不能超过20个
设了一个目标层、两个中间层以及一个方案层，其中一个中间层一共有26个指标，在检查模型时显示了一个错误“你的许可不可超过20个”。请问在不删除指标的情况下如何解决？",统计
请问chns数据家庭收入中totalincome和grossincome有什么区别谢谢,统计
DID和RD，即倍差法和断点回归有什么区别？,统计
请问大神们如何将Eviews脉冲响应分析图的置信区间从95%改为68%？,统计
"stata面板var
我在做面板var的实证，用的是love的pvar命令，在helm生成新的变量后，执行下面这条命令：
pvarvar1var2,lag(1)gmmimpulsemonte500decomp
stata报错，原因是“notsorted”，但是我之前已经执行“sortyear”了，求助大神，该如何解决
感激涕零",统计
R语言怎么将两组数据绘制到同一个图中？ ,统计
R语言绘图时怎么设置坐标轴科学计数法？,统计
Ucinet如何做出中间中心度和度数中心度？,统计
"用MATLAB做卡方检验，[h,p]=chi2gof(x...),但是p的结果是NaN，要不然就特别的小，哪位大神能帮帮忙解答一下",统计
截面公司相同但年份不连续的面板数据可以直接使用面板数据回归方法进行回归吗？比如有同一批公司1992、1995、1999、2000、2001、2002、2003、2006的数据，如果适用怎样解释？如果不适用，怎样处理？请各位同道帮忙解答，谢谢！,统计
如果因变量是分类变量，那么使用传统的OLS模型进行估计会有什么问题？,统计
哪位同学用过Tetrad做过DAG分析，有会的望指导。自己学习了好长时间但对这个软件的运行还是不同,统计
对东中西部30家银行5年数据做固定效应和随机效应，可以把东部、中部、西部每10家银行的5年数据分开做固定效应和随机效应吗？还是要把东中西部30家银行5年数据一起做固定效应和随机效应，再做分析？stata初学，还请大家帮帮忙,统计
探索性因子分析应该在哪个层次进行？数据是在个体层次获得的，但是研究是在单位层次进行，那么，EFA应该在哪个层次进行呢？,统计
请问中国高技术产业年鉴最老的年份是几几年？有没有1995年之前的？我是新人，最近要写毕业论文，指导老师要求写定量的，且数据不少于25年。很急，有没有好心人帮忙回答一下？,统计
做各国gdp增长率的相关系数矩阵时使用原数据好还是hp滤波处理后的效果好？,统计
回归分析，自变量有5个维度，因变量有两个维度，中介变量又三个维度。自变量中有一个维度对因变量的一个维度不相关，对中介变量的一个维度不相关，自变量中还有两个维度对中介变量各自有一个维度不相关，后边还能全部带进去做回归分析吗？还是要剔除几项？,统计
用物理学耦合度公式和灰色关联度公式计算对港口和城市互动关系进行研究，发现耦合度和关联度之间并不相关。即耦合度大的关联度不一定打。谢谢,统计
请问可以同时在一个结构方程模型中做中介和调节吗？（即一个观察变量既是中介变量又是调节变量，在一个模型,统计
请教计量达人：结构方程模型现在流行吗？主要分析什么？适合时间序列数据吗？,统计
"各位大神求帮助！

我想研究高管权力、薪酬与企业价值的关系，目前不知道模型应该怎么建立

我想研究高管权力对薪酬的影响，进而会如何影响企业价值

假设高管权力为A，薪酬为B，企业价值为C

我看过一些文章是A对C有影响，引入D后会影响A与C的敏感度，就用了A*D的交叉项进行处理

那么像我这样高管权力对薪酬有影响，薪酬对企业价值有影响，高管权力对企业价值也有影响，应该怎么建立模型呢

不知道说清楚了没……

谢谢",统计
做结构方程时，要先做探索性因子分析，那么因变量和结果变量是分开做KMO检验还是合在一起做？,统计
stata转换面板数据时一直提示r(198)，求解！！,统计
"大侠们，arma模型，数据不连续可以做吗？
例如我有2007-2010年以及2012年的数据，缺少2011年的，我想建模预测2013年的可以吗？eviews显示无法建模，需要怎么设置吗？",统计
计算景点距离与到该旅游景点旅游的人数的相关关系，求分析过程，在线等，谢谢,统计
请问如何用spss做成这张图，是不是用非参数检验，Kruskal-Wallis，对多个独立样本检验的,统计
"SPSS常態檢定問題

將項目的得分進行常態檢定時
Kolmogorov-Smirnov檢定的p值小於.05
應該就是拒絕虛無假設,表示不是常態分配
但是項目得分的QQ圖的點分布又是在直線上
這樣到底項目得分屬於常態分佈還是非常態分佈
有點迷惑了,希望有高手能解惑,感激不盡",统计
"s<-data.frame(x1=c(""s1"",""s2"",""s3""),number=c(5,6,7))对于这个数据框怎样做成横轴为是s1，s2，s3，纵轴为5,6,7的柱状图？


",统计
请问与传统方法相比，非参数和半参数方法的优势是什么？,统计
如果对我国银行绿色信贷创新动力影响因素做实证分析,统计
请问：做计量模型时，假设自变量工业化率为60%，当采取对数化处理时是用60对数化还是用0.6对数化？因为对数化结果会影响估计参数的符号！,统计
综合评价时获取数据的渠道有哪些？如何获取？,统计
请教计量达人时间序列数据我用VAR和VECM模型有什么差异，我论证的是各种因素对人民币国际化的影响，,统计
